Mod:Item:MetaData, Localized Name
hbm:chemistry_template:710, 化工厂模板: 固体火箭燃料生产
hbm:chemistry_template:200, 化工厂模板: 再生油固化
hbm:chemistry_template:840, 化工厂模板: 气态核废料玻璃化
hbm:chemistry_template:330, 化工厂模板: 沥青砂提取
hbm:chemistry_template:460, 化工厂模板: 高性能电路生产
hbm:chemistry_template:590, 化工厂模板: 六氟化钚生产
hbm:chemistry_template:80, 化工厂模板: 天然气裂化
hbm:chemistry_template:720, 化工厂模板: 低温电解水
hbm:chemistry_template:210, 化工厂模板: 汽油固化
hbm:chemistry_template:850, 化工厂模板: 四乙基铅混合
hbm:chemistry_template:340, 化工厂模板: 沥青生产
hbm:chemistry_template:470, 化工厂模板: 聚合物合成
hbm:chemistry_template:600, 化工厂模板: 三硫化Sa生产
hbm:chemistry_template:90, 化工厂模板: 柴油裂化
hbm:chemistry_template:730, 化工厂模板: 林德循环制氙
hbm:chemistry_template:220, 化工厂模板: 润滑油固化
hbm:chemistry_template:860, 化工厂模板: 含铅汽油生产
hbm:chemistry_template:350, 化工厂模板: 实验室气页岩压裂
hbm:chemistry_template:480, 化工厂模板: 电木生产
hbm:chemistry_template:610, 化工厂模板: Sa326合成
hbm:chemistry_template:100, 化工厂模板: 煤油裂化
hbm:chemistry_template:740, 化工厂模板: 增强林德循环制氙
hbm:chemistry_template:230, 化工厂模板: 石脑油固化
hbm:chemistry_template:870, 化工厂模板: 压裂液生产
hbm:chemistry_template:360, 化工厂模板: 冷却液混合
hbm:chemistry_template:490, 化工厂模板: 橡胶生产
hbm:chemistry_template:620, 化工厂模板: Neoveline合成
hbm:chemistry_template:110, 化工厂模板: 煤液化
hbm:chemistry_template:750, 化工厂模板: 土星锭生产
hbm:chemistry_template:240, 化工厂模板: 柴油凝固
hbm:chemistry_template:880, 化工厂模板: 锇酸生产
hbm:chemistry_template:370, 化工厂模板: 冷凝胶混合
hbm:chemistry_template:500, 化工厂模板: 硝糖炸药合成
hbm:chemistry_template:630, 化工厂模板: Ep合成
hbm:chemistry_template:120, 化工厂模板: 强化煤液化
hbm:chemistry_template:760, 化工厂模板: 野火火箭燃料混合
hbm:chemistry_template:250, 化工厂模板: 轻油固化
hbm:chemistry_template:380, 化工厂模板: Desh生产
hbm:chemistry_template:510, 化工厂模板: TNT合成
hbm:chemistry_icon:0, 化工厂模板: chem.null
hbm:chemistry_icon:640, 化工厂模板: chem.null
hbm:chemistry_icon:130, 化工厂模板: chem.null
hbm:chemistry_icon:770, 化工厂模板: chem.null
hbm:chemistry_icon:260, 化工厂模板: chem.null
hbm:chemistry_icon:390, 化工厂模板: chem.null
hbm:chemistry_icon:520, 化工厂模板: chem.null
hbm:chemistry_icon:10, 化工厂模板: chem.null
hbm:chemistry_icon:650, 化工厂模板: chem.null
hbm:chemistry_icon:140, 化工厂模板: chem.null
hbm:chemistry_icon:780, 化工厂模板: chem.null
hbm:chemistry_icon:270, 化工厂模板: chem.null
hbm:chemistry_icon:400, 化工厂模板: chem.null
hbm:chemistry_icon:530, 化工厂模板: chem.null
hbm:chemistry_icon:20, 化工厂模板: chem.null
hbm:chemistry_icon:660, 化工厂模板: chem.null
hbm:chemistry_icon:150, 化工厂模板: chem.null
hbm:chemistry_icon:790, 化工厂模板: chem.null
hbm:chemistry_icon:280, 化工厂模板: chem.null
hbm:chemistry_icon:410, 化工厂模板: chem.null
hbm:chemistry_icon:540, 化工厂模板: chem.null
hbm:chemistry_icon:30, 化工厂模板: chem.null
hbm:chemistry_icon:670, 化工厂模板: chem.null
hbm:chemistry_icon:160, 化工厂模板: chem.null
hbm:chemistry_icon:800, 化工厂模板: chem.null
hbm:chemistry_icon:290, 化工厂模板: chem.null
hbm:chemistry_icon:420, 化工厂模板: chem.null
hbm:chemistry_icon:550, 化工厂模板: chem.null
hbm:chemistry_icon:40, 化工厂模板: chem.null
hbm:chemistry_icon:680, 化工厂模板: chem.null
hbm:chemistry_icon:170, 化工厂模板: chem.null
hbm:chemistry_icon:810, 化工厂模板: chem.null
hbm:chemistry_icon:300, 化工厂模板: chem.null
hbm:chemistry_icon:430, 化工厂模板: chem.null
hbm:chemistry_icon:560, 化工厂模板: chem.null
hbm:chemistry_icon:50, 化工厂模板: chem.null
hbm:chemistry_icon:690, 化工厂模板: chem.null
hbm:chemistry_icon:180, 化工厂模板: chem.null
hbm:chemistry_icon:820, 化工厂模板: chem.null
hbm:chemistry_icon:310, 化工厂模板: chem.null
hbm:chemistry_icon:440, 化工厂模板: chem.null
hbm:chemistry_icon:570, 化工厂模板: chem.null
hbm:chemistry_icon:60, 化工厂模板: chem.null
hbm:chemistry_icon:700, 化工厂模板: chem.null
hbm:chemistry_icon:190, 化工厂模板: chem.null
hbm:chemistry_icon:830, 化工厂模板: chem.null
hbm:chemistry_icon:320, 化工厂模板: chem.null
hbm:chemistry_icon:450, 化工厂模板: chem.null
hbm:chemistry_icon:580, 化工厂模板: chem.null
hbm:chemistry_icon:70, 化工厂模板: chem.null
hbm:chemistry_icon:710, 化工厂模板: chem.null
hbm:chemistry_icon:200, 化工厂模板: chem.null
hbm:chemistry_icon:840, 化工厂模板: chem.null
hbm:chemistry_icon:330, 化工厂模板: chem.null
hbm:chemistry_icon:460, 化工厂模板: chem.null
hbm:chemistry_icon:590, 化工厂模板: chem.null
hbm:chemistry_icon:80, 化工厂模板: chem.null
hbm:chemistry_icon:720, 化工厂模板: chem.null
hbm:chemistry_icon:210, 化工厂模板: chem.null
hbm:chemistry_icon:850, 化工厂模板: chem.null
hbm:chemistry_icon:340, 化工厂模板: chem.null
hbm:chemistry_icon:470, 化工厂模板: chem.null
hbm:chemistry_icon:600, 化工厂模板: chem.null
hbm:chemistry_icon:90, 化工厂模板: chem.null
hbm:chemistry_icon:730, 化工厂模板: chem.null
hbm:chemistry_icon:220, 化工厂模板: chem.null
hbm:chemistry_icon:860, 化工厂模板: chem.null
hbm:chemistry_icon:350, 化工厂模板: chem.null
hbm:chemistry_icon:480, 化工厂模板: chem.null
hbm:chemistry_icon:610, 化工厂模板: chem.null
hbm:chemistry_icon:100, 化工厂模板: chem.null
hbm:chemistry_icon:740, 化工厂模板: chem.null
hbm:chemistry_icon:230, 化工厂模板: chem.null
hbm:chemistry_icon:870, 化工厂模板: chem.null
hbm:chemistry_icon:360, 化工厂模板: chem.null
hbm:chemistry_icon:490, 化工厂模板: chem.null
hbm:chemistry_icon:620, 化工厂模板: chem.null
hbm:chemistry_icon:110, 化工厂模板: chem.null
hbm:chemistry_icon:750, 化工厂模板: chem.null
hbm:chemistry_icon:240, 化工厂模板: chem.null
hbm:chemistry_icon:880, 化工厂模板: chem.null
hbm:chemistry_icon:370, 化工厂模板: chem.null
hbm:chemistry_icon:500, 化工厂模板: chem.null
hbm:chemistry_icon:630, 化工厂模板: chem.null
hbm:chemistry_icon:120, 化工厂模板: chem.null
hbm:chemistry_icon:760, 化工厂模板: chem.null
hbm:chemistry_icon:250, 化工厂模板: chem.null
hbm:chemistry_icon:380, 化工厂模板: chem.null
hbm:chemistry_icon:510, 化工厂模板: chem.null
hbm:forge_fluid_identifier, 流体标识符
hbm:ff_fluid_duct, 流体管道：
hbm:plate_iron, 铁板
hbm:plate_copper, 铜板
hbm:plate_titanium, 钛板
hbm:plate_aluminium, 铝板
hbm:plate_gold, 金板
hbm:plate_lead, 铅板
hbm:plate_steel, 钢板
hbm:plate_advanced_alloy, 高级合金板
hbm:plate_combine_steel, CMB钢板
hbm:plate_paa, PaA合金板
hbm:plate_saturnite, 土星板
hbm:plate_schrabidium, Sa326板
hbm:plate_dalekanium, 愤怒的金属
hbm:plate_mixed, 合金板
hbm:plate_kevlar, 凯夫拉陶瓷复合材料
hbm:plate_polymer, 绝缘体
hbm:plate_desh, Desh复合板
hbm:plate_euphemium, Ep复合板
hbm:plate_dineutronium, 双聚中子态素复合板
hbm:plate_armor_titanium, 钛装甲板
hbm:plate_armor_ajr, 铁皮装甲板
hbm:plate_armor_hev, 反应装甲板
hbm:plate_armor_lunar, 月球镀层
hbm:plate_armor_fau, Fau装甲板
hbm:plate_armor_dnt, DNT装甲板
hbm:crystal_coal, 煤晶体
hbm:crystal_iron, 铁晶体
hbm:crystal_gold, 金晶体
hbm:crystal_redstone, 红石晶体
hbm:crystal_lapis, 青金石晶体
hbm:crystal_diamond, 钻石晶体
hbm:crystal_uranium, 铀晶体
hbm:crystal_thorium, 钍晶体
hbm:crystal_plutonium, 钚晶体
hbm:crystal_titanium, 钛晶体
hbm:crystal_sulfur, 硫晶体
hbm:crystal_niter, 硝石晶体
hbm:crystal_copper, 铜晶体
hbm:crystal_tungsten, 钨晶体
hbm:crystal_aluminium, 铝晶体
hbm:crystal_fluorite, 氟晶体
hbm:crystal_beryllium, 铍晶体
hbm:crystal_lead, 铅晶体
hbm:crystal_asbestos, 石棉晶体
hbm:crystal_schraranium, Sa326晶体
hbm:crystal_schrabidium, Sa326晶体
hbm:crystal_rare, 稀土晶体
hbm:crystal_phosphorus, 磷晶体
hbm:crystal_lithium, 锂晶体
hbm:crystal_cinnebar, 朱砂晶体
hbm:crystal_cobalt, 钴晶体
hbm:crystal_starmetal, 星辉晶体
hbm:crystal_trixite, 赛瑞克晶体
hbm:crystal_osmiridium, 铱锇晶体
hbm:gem_tantalium, 钽晶体
hbm:gem_volcanic, 火山宝石
hbm:upgrade_template, 机器升级模板
hbm:deuterium_filter, 氘过滤器
hbm:circuit_raw, 基本电路组件
hbm:circuit_aluminium, 基础电路
hbm:circuit_copper, 增强电路
hbm:circuit_red_copper, 高级电路
hbm:circuit_gold, 超频电路
hbm:circuit_schrabidium, 高性能电路
hbm:circuit_bismuth_raw, 多功能芯片组组件
hbm:circuit_bismuth, 多功能芯片组
hbm:circuit_arsenic_raw, 自适应电路组件
hbm:circuit_arsenic, 自适应电路
hbm:circuit_tantalium_raw, 电容板组件
hbm:circuit_tantalium, 电容板
hbm:circuit_targeting_tier1, 军用级电路板[1级]
hbm:circuit_targeting_tier2, 军用级电路板[2级]
hbm:circuit_targeting_tier3, 军用级电路板[3级]
hbm:circuit_targeting_tier4, 军用级电路板[4级]
hbm:circuit_targeting_tier5, 军用级电路板[5级]
hbm:circuit_targeting_tier6, 军用级电路板[6级]
hbm:mechanism_revolver_1, 转轮机构
hbm:mechanism_revolver_2, 先进转轮机构
hbm:mechanism_rifle_1, 步枪机构
hbm:mechanism_rifle_2, 先进步枪机构
hbm:mechanism_launcher_1, 发射机构
hbm:mechanism_launcher_2, 先进发射机构
hbm:mechanism_special, 高科技武器机构
hbm:primer_357, .357马格南底火[x24]
hbm:primer_44, .44马格南底火[x24]
hbm:primer_9, 小口径底火[x32]
hbm:primer_50, 大口径底火[x12]
hbm:primer_buckshot, 鹿弹底火[x12]
hbm:casing_357, .357马格南弹壳[x16]
hbm:casing_44, .44马格南弹壳[x16]
hbm:casing_9, 小口径弹壳[x24]
hbm:casing_50, 大口径弹壳[x8]
hbm:casing_buckshot, 鹿弹弹壳[x8]
hbm:wire_advanced_alloy, 超导体
hbm:coil_advanced_alloy, 超导线圈
hbm:coil_advanced_torus, 超导环形线圈
hbm:wire_gold, 金线
hbm:coil_gold, 金线圈
hbm:coil_gold_torus, 金环形线圈
hbm:wire_red_copper, 紫铜线
hbm:wire_tungsten, 钨线
hbm:coil_tungsten, 加热线圈
hbm:wire_aluminium, 铝线
hbm:wire_copper, 铜线
hbm:coil_copper, 铜线圈
hbm:coil_copper_torus, 铜环形线圈
hbm:wire_schrabidium, Sa326线
hbm:wire_magnetized_tungsten, 4000K高温超导体
hbm:coil_magnetized_tungsten, 4000K高温超导线圈
hbm:assembly_iron, 铁子弹[待装配]
hbm:assembly_steel, 铅子弹[待装配]
hbm:assembly_lead, 玻璃子弹[待装配]
hbm:assembly_gold, 金子弹[待装配]
hbm:assembly_schrabidium, Sa326子弹[待装配]
hbm:assembly_nightmare, 钨子弹[待装配]
hbm:assembly_desh, Desh子弹[待装配]
hbm:assembly_nopip, .44马格南[待装配]
hbm:assembly_smg, 9mm子弹[待装配]
hbm:assembly_556, 5.56mm子弹[待装配]
hbm:assembly_uzi, .22 LR子弹[待装配]
hbm:assembly_actionexpress, .50 AE子弹[待装配]
hbm:assembly_calamity, .50 BMG子弹[待装配]
hbm:assembly_lacunae, .5mm子弹[待装配]
hbm:assembly_nuke, 迷你核弹外壳
hbm:gun_revolver_iron_ammo, 铁左轮子弹
hbm:gun_revolver_ammo, 铅左轮子弹
hbm:gun_revolver_lead_ammo, 玻璃左轮子弹
hbm:gun_revolver_gold_ammo, 金左轮子弹
hbm:gun_revolver_schrabidium_ammo, Sa326左轮子弹
hbm:gun_revolver_nightmare_ammo, 噩梦子弹
hbm:gun_revolver_nightmare2_ammo, 激光子弹
hbm:ammo_357_desh, .357马格南Desh子弹
hbm:gun_revolver_cursed_ammo, 钢左轮子弹
hbm:gun_revolver_pip_ammo, 污染子弹
hbm:gun_revolver_nopip_ammo, .44马格南子弹
hbm:gun_mp_ammo, 小型无发射药机枪子弹
hbm:gun_rpg_ammo, 火箭弹
hbm:gun_spark_ammo, 电磁弹
hbm:gun_euthanasia_ammo, 注射器
hbm:ammo_4gauge_canister, 23mm 火箭弹[榴霰弹]
hbm:ammo_4gauge_claw, 4号爪弹
hbm:ammo_4gauge_vampire, 4号木签弹
hbm:ammo_4gauge_void, 4号电离粒子弹
hbm:ammo_5mm_chlorophyte, 5mm子弹[叶绿]
hbm:ammo_9mm_chlorophyte, 9mm子弹[叶绿]
hbm:ammo_556_chlorophyte, 5.56mm子弹[叶绿]
hbm:ammo_556_flechette_chlorophyte, 5.56mm箭形弹[叶绿]
hbm:ammo_50ae_chlorophyte, .50AE子弹[叶绿]
hbm:ammo_50bmg_chlorophyte, .50BMG子弹[叶绿]
hbm:ammo_50bmg_flechette, .50 BMG箭形弹
hbm:ammo_50bmg_flechette_am, .50 BMG箭形弹[含镅]
hbm:ammo_50bmg_flechette_po, .50 BMG箭形弹[含钋]
hbm:ammo_44_chlorophyte, .44马格南子弹[叶绿]
hbm:ammo_22lr_chlorophyte, .22LR子弹[叶绿]
hbm:ammo_rocket_canister, 84mm火箭弹[榴霰弹]
hbm:ammo_20gauge, 20号鹿弹
hbm:ammo_20gauge_slug, 20号独头弹
hbm:ammo_20gauge_flechette, 20号箭霰弹
hbm:ammo_20gauge_incendiary, 20号鹿弹[燃烧]
hbm:ammo_20gauge_explosive, 20号鹿弹[高爆]
hbm:ammo_20gauge_caustic, 20号鹿弹[腐蚀]
hbm:ammo_20gauge_shock, 20号鹿弹[震荡]
hbm:ammo_20gauge_wither, 20号鹿弹[凋零]
hbm:ammo_20gauge_sleek, 20号鹿弹[IF-R&D]
hbm:ammo_20gauge_shrapnel, 20号鹿弹[榴霰弹]
hbm:ammo_4gauge, 四号鹿弹
hbm:ammo_4gauge_slug, 四号实心独头弹
hbm:ammo_4gauge_flechette, 4号箭霰弹
hbm:ammo_4gauge_flechette_phosphorus, 4号箭霰弹[白磷]
hbm:ammo_4gauge_explosive, 23mm榴弹
hbm:ammo_4gauge_semtex, 23mm采矿弹药
hbm:ammo_4gauge_balefire, 23mm野火榴弹
hbm:ammo_4gauge_kampf, 23mm火箭弹
hbm:ammo_4gauge_sleek, 4号鹿弹[IF-R&D]
hbm:ammo_rocket, 84mm火箭弹
hbm:ammo_rocket_he, 84mm火箭弹[HE]
hbm:ammo_rocket_incendiary, 84mm火箭弹[燃烧]
hbm:ammo_rocket_phosphorus, 84mm火箭弹[白磷]
hbm:ammo_rocket_shrapnel, 84mm火箭弹[破片]
hbm:ammo_rocket_emp, 84mm火箭弹[EMP]
hbm:ammo_rocket_glare, 84mm火箭弹[红光]
hbm:ammo_rocket_toxic, 84mm火箭弹[化学]
hbm:ammo_rocket_sleek, 84mm火箭弹[IF-R&D]
hbm:ammo_rocket_nuclear, 84mm火箭弹[核子]
hbm:ammo_rocket_rpc, 84mm火箭弹[飞行电锯]
hbm:ammo_grenade, 40mm榴弹
hbm:ammo_grenade_he, 40mm榴弹[HE]
hbm:ammo_grenade_incendiary, 40mm榴弹[燃烧]
hbm:ammo_grenade_phosphorus, 40mm榴弹[白磷]
hbm:ammo_grenade_toxic, 40mm榴弹[化学]
hbm:ammo_grenade_concussion, 40mm榴弹[震荡]
hbm:ammo_grenade_finned, 40mm榴弹[尾翼稳定]
hbm:ammo_grenade_sleek, 40mm榴弹[IF-R&D]
hbm:ammo_grenade_nuclear, 40mm榴弹[核子]
hbm:ammo_grenade_tracer, 40mm训练榴弹
hbm:ammo_grenade_kampf, 40mm战术榴弹
hbm:ammo_shell, 240mm炮弹
hbm:ammo_shell_explosive, 240mm 高爆炮弹
hbm:ammo_shell_apfsds_t, 240mm 钨心尾翼稳定脱壳穿甲弹
hbm:ammo_shell_apfsds_du, 240mm 贫铀尾翼稳定脱壳穿甲弹 
hbm:ammo_shell_w9, 240mm W9核子炮弹
hbm:ammo_dgk, 双联守门员近防系统200发弹药
hbm:ammo_nuke, 迷你核弹
hbm:ammo_nuke_low, 迷你核弹 (低当量)
hbm:ammo_nuke_high, 迷你核弹 (高当量)
hbm:ammo_nuke_tots, 迷你核弹  (幼体)
hbm:ammo_nuke_safe, 迷你核弹  (安全)
hbm:ammo_nuke_pumpkin, 南瓜炸弹
hbm:ammo_mirv, 迷你MIRV
hbm:ammo_mirv_low, 迷你MIRV (低当量)
hbm:ammo_mirv_high, 迷你MIRV (高当量)
hbm:ammo_mirv_safe, 迷你MIRV (安全)
hbm:ammo_mirv_special, 迷你MIRV
hbm:ammo_fuel, 柴油罐
hbm:ammo_fuel_napalm, 凝固汽油罐
hbm:ammo_fuel_phosphorus, 白磷罐
hbm:ammo_fuel_vaporizer, 汽化罐
hbm:ammo_fuel_gas, 毒气罐
hbm:ammo_cell, 能量单元
hbm:ammo_dart, 塑料镖（凋零）
hbm:ammo_12gauge, 12号鹿弹
hbm:ammo_12gauge_incendiary, 12号鹿弹[燃烧]
hbm:ammo_12gauge_shrapnel, 12号鹿弹[榴霰弹]
hbm:ammo_12gauge_du, 12号鹿弹[铀涂层]
hbm:ammo_12gauge_sleek, 12号鹿弹[IF-R&D]
hbm:ammo_12gauge_marauder, 12号战术反掠夺鹿弹
hbm:ammo_22lr, .22LR子弹
hbm:ammo_22lr_ap, .22LR子弹[AP]
hbm:ammo_44, .44马格南子弹
hbm:ammo_44_ap, .44马格南子弹[AP]
hbm:ammo_44_du, .44马格南子弹[贫铀]
hbm:ammo_44_phosphorus, .44马格南子弹[白磷]
hbm:ammo_44_pip, .44马格南子弹[车厢]
hbm:ammo_44_bj, .44马格南子弹[船]
hbm:ammo_44_silver, .44马格南子弹[建筑]
hbm:ammo_44_rocket, .44马格南火箭
hbm:ammo_44_star, .44马格南子弹[星辉]
hbm:ammo_9mm, 9mm子弹
hbm:ammo_9mm_ap, 9mm子弹[AP]
hbm:ammo_9mm_du, 9mm子弹[贫铀]
hbm:ammo_9mm_rocket, 9mm火箭弹
hbm:ammo_556, 5.56mm子弹
hbm:ammo_556_phosphorus, 5.56mm子弹[白磷]
hbm:ammo_556_ap, 5.56mm子弹[AP]
hbm:ammo_556_du, 5.56mm子弹[贫铀]
hbm:ammo_556_star, 5.56mm子弹 [星辉]
hbm:ammo_556_sleek, 5.56mm子弹[IF-R&D]
hbm:ammo_556_tracer, 5.56mm Round[曳光弹]
hbm:ammo_556_flechette, 5.56mm箭形弹
hbm:ammo_556_flechette_incendiary, 5.56mm箭形弹 [燃烧]
hbm:ammo_556_flechette_phosphorus, 5.56mm箭形弹 [白磷穿甲]
hbm:ammo_556_flechette_du, 5.56mm箭形弹 [贫铀穿甲]
hbm:ammo_556_flechette_sleek, 5.56mm箭形弹[IF-R&D]
hbm:ammo_556_k, 5.56mm空包弹
hbm:ammo_50bmg, .50BMG子弹
hbm:ammo_50bmg_incendiary, .50BMG子弹[燃烧]
hbm:ammo_50bmg_phosphorus, .50BMG子弹[白磷]
hbm:ammo_50bmg_explosive, .50BMG子弹[高爆]
hbm:ammo_50bmg_du, .50BMG子弹[贫铀]
hbm:ammo_50bmg_star, .50BMG子弹[星辉]
hbm:ammo_50bmg_sleek, .50BMG子弹[IF-R&D]
hbm:ammo_75bolt, .75弹匣(30发)
hbm:ammo_75bolt_incendiary, .75燃烧弹匣(30发)
hbm:ammo_75bolt_he, .75高爆弹匣(30发)
hbm:ammo_50bmg_ap, .50BMG子弹[AP]
hbm:ammo_5mm, 5mm子弹
hbm:ammo_5mm_explosive, 5mm子弹[高爆]
hbm:ammo_5mm_du, 5mm子弹[贫铀]
hbm:ammo_5mm_star, 5mm子弹[星辉]
hbm:ammo_50ae, .50AE子弹
hbm:ammo_50ae_ap, .50AE子弹[AP]
hbm:ammo_50ae_du, .50AE子弹[贫铀]
hbm:ammo_50ae_star, .50AE子弹[星辉]
hbm:gun_b92_ammo, §9B92能量单元§r
hbm:gun_fatman_ammo, 迷你核弹
hbm:gun_mirv_ammo, 八倍MIRV
hbm:gun_bf_ammo, Mk.V小型AMAT-炮弹 –野火型
hbm:gun_stinger_ammo, 毒刺导弹
hbm:gun_xvl1456_ammo, 贫化铀235子弹
hbm:gun_hp_ammo, 墨盒
hbm:gun_dash_ammo, 硫磺石弹药
hbm:gun_defabricator_ammo, 毁灭者能量电池
hbm:gun_cryolator_ammo, 急冻单元
hbm:gun_jack_ammo, 四联散弹子弹
hbm:gun_immolator_ammo, 焚烧者燃料
hbm:gun_osipr_ammo, 暗能量脉冲弹
hbm:gun_osipr_ammo2, 融合球
hbm:gun_emp_ammo, 能量电池
hbm:ammo_folly, 银弹
hbm:ammo_folly_nuclear, 银弹[核子]
hbm:ammo_folly_du, 银弹[贫铀, 不爆炸]
hbm:folly_shell, 银弹壳
hbm:folly_bullet, 128mm星辉弹头
hbm:folly_bullet_nuclear, 128mm核弹头
hbm:folly_bullet_du, 128mm贫铀弹头
hbm:gun_calamity_ammo, .50BMG子弹
hbm:gun_lacunae_ammo, 5mm子弹
hbm:gun_mp40_ammo, 冲锋枪子弹
hbm:gun_uzi_ammo, .22LR子弹
hbm:gun_uboinik_ammo, 12x70 鹿弹
hbm:gun_lever_action_ammo, 12x74 鹿弹
hbm:gun_bolt_action_ammo, 12x74 独头弹
hbm:energy_ball, item.energy_ball.name
hbm:charge_railgun, 氘等离子胶囊
hbm:clip_revolver_iron, 盒装铁子弹
hbm:clip_revolver, 盒装.357马格南
hbm:clip_revolver_gold, 小盒金子弹
hbm:clip_revolver_lead, 盒装核子弹
hbm:clip_revolver_schrabidium, Sa326弹药盒
hbm:clip_revolver_cursed, 钢子弹弹匣
hbm:clip_revolver_nightmare, 子弹袋
hbm:clip_revolver_nightmare2, 激光弹药带
hbm:clip_revolver_pip, 左轮快速装弹器
hbm:clip_revolver_nopip, 盒装.44子弹
hbm:clip_rpg, 火箭弹箱
hbm:clip_stinger, 包装毒刺导弹
hbm:clip_fatman, 六个核弹
hbm:clip_mirv, 三合一微型MIRV包
hbm:clip_bf, 两包野火子弹
hbm:clip_mp40, 9mm冲锋枪子弹盒
hbm:clip_uzi, 32发装.22LR子弹盒
hbm:clip_uboinik, 盒装12x70鹿弹
hbm:clip_lever_action, 盒装12x74鹿弹
hbm:clip_bolt_action, 盒装12x74独头弹
hbm:clip_osipr, AR2 弹盒
hbm:clip_immolator, 焚烧者燃料箱
hbm:clip_cryolator, 急冻单元箱
hbm:clip_mp, 小型无发射药机枪子弹盒
hbm:clip_xvl1456, 大型同位素盒
hbm:clip_emp, 小包能量电池
hbm:clip_jack, 盒装四联12x70鹿弹
hbm:clip_spark, 大型电磁子弹
hbm:clip_hp, 墨水缸
hbm:clip_euthanasia, 最后的医疗箱
hbm:clip_defabricator, 毁灭者能量电池弹药带
hbm:ammo_container, 万能弹药盒
hbm:grenade_generic, 手榴弹
hbm:grenade_strong, 增强型手榴弹
hbm:grenade_frag, 破片手榴弹
hbm:grenade_fire, 燃烧破片手榴弹
hbm:grenade_shrapnel, 榴霰弹手榴弹
hbm:grenade_cluster, 集束手榴弹
hbm:grenade_flare, 信号弹
hbm:grenade_electric, 闪电炸弹
hbm:grenade_poison, 剧毒手榴弹
hbm:grenade_gas, 毒气手榴弹
hbm:grenade_cloud, 一罐云
hbm:grenade_pink_cloud, 一罐粉色的云
hbm:grenade_smart, 智能手榴弹
hbm:grenade_mirv, MIRV型破片手榴弹
hbm:grenade_breach, 破甲手榴弹
hbm:grenade_burst, 挖掘手榴弹
hbm:grenade_pulse, 脉冲手榴弹
hbm:grenade_plasma, 等离子手榴弹
hbm:grenade_tau, 陶子手榴弹
hbm:grenade_schrabidium, Sa326手榴弹
hbm:grenade_nuke, MkVI钻地手榴弹
hbm:grenade_lemon, 可燃柠檬
hbm:grenade_gascan, 可抛油桶
hbm:grenade_mk2, Mk2手榴弹“菠萝大使”
hbm:grenade_aschrab, 可抛反Sa326
hbm:grenade_nuclear, 核子手榴弹
hbm:grenade_zomg, 负能量湮灭手榴弹
hbm:grenade_solinium, Sa327中子手榴弹
